,Avg Stars,Route,Route Type,Rating,Pitches,Length,Boulder Face,Boulder,Bouldering Sub-Area,Bouldering Area,Park Region,Park,State,Area Latitude,Area Longitude
0,3.9,White Rastafarian,Boulder,V2 R,1,20.0,,White Rastafarian Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02073,-116.16212
1,3.9,Slashface,Boulder,V3 R,1,25.0,,Slash Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,33.95344,-116.08706000000001
2,3.9,JBMFP,Boulder,V5,1,16.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.0152,-116.16631000000001
3,3.9,Pigpen,Boulder,V4,1,10.0,,Pigpen Boulder,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0153,-116.15811000000001
4,3.7,Gunsmoke,Boulder,V3,1,80.0,,Gunsmoke Wall,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.02858,-116.14508000000001
5,3.7,Stem Gem,Boulder,V4,1,20.0,,Stem Gem Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01716,-116.16368
6,3.7,Fry Problem,Boulder,V2,1,15.0,,Fry Boulder,Fry Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,33.98831,-116.15795
7,3.6,False Up 20,Boulder,V0-,1,20.0,,False Up 20 Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01513,-116.16605
8,3.5,Saturday Night Live,Boulder,V4,1,13.0,,Saturday Night Live Boulder,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.01167,-116.16855
9,3.4,The Chube,Boulder,V2,1,15.0,,Chube Boulder,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.02838,-116.14523999999999
10,3.2,Sloper Safari,Boulder,V4,1,10.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,33.99418,-116.14301
11,3.1,Hobbit Hole Offwidth,Boulder,V0,1,12.0,,Hobbit Hole Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0229,-116.16413999999999
12,3.1,Illicit Sweetie,Boulder,V0,1,18.0,,Illicit Sweetie Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.998020000000004,-116.15351000000001
13,3.0,False Hueco Traverse,Boulder,V2,1,15.0,,False Hueco Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01912,-116.16528999999998
14,3.0,Roof Romp,Boulder,V4,1,15.0,,Romp Roof,,Outback Bouldering,,Joshua Tree National Park,California,34.02174,-116.16332
15,2.9,Yabo Roof,Boulder,V3,1,6.0,,Yabo Roof Area,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01468,-116.1658
16,2.8,Pinhead,Boulder,5.8+ V0,1,15.0,,Pinhead Boulder,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01999,-116.16161000000001
17,2.9,Yabba Dabba Don't,Boulder,V3,1,15.0,,Yabba Dabba Don't Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01968,-116.16583
18,2.8,Sweetie Pie,Boulder,V-easy,1,18.0,,Illicit Sweetie Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.998020000000004,-116.15351000000001
19,2.7,Little Chucky,Boulder,V4,1,8.0,,Chuckawalla Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.020559999999996,-116.16505
20,2.6,False Hueco,Boulder,V1,1,11.0,,False Hueco Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01912,-116.16528999999998
21,2.6,Not So Thin Lizzie,Boulder,V3,1,10.0,,Lizzie Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0202,-116.165
22,2.5,Chuckawalla,Boulder,V1,1,15.0,,Chuckawalla Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.020559999999996,-116.16505
23,2.5,The Boxer Problem,Boulder,V2,1,13.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
24,2.3,Holenoid (aka The Grundle from Down Under),Boulder,V0+,1,15.0,,Pinhead Boulder,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01999,-116.16161000000001
25,3.1,Nicole Overhang,Boulder,V6,1,13.0,,Nicole Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.99779,-116.1536
26,3.5,Caveman,Boulder,V6-7,1,30.0,,Caveman Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.016220000000004,-116.1633
27,1.9,Flintlock Dyno,Boulder,V0,1,10.0,,Chuckawalla Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.020559999999996,-116.16505
28,2.3,Thingamajig,Boulder,V0-,1,16.0,Manx Boulders - Southeast Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01419,-116.15821000000001
29,3.0,Classic Thin Crack,Boulder,V2,1,15.0,,Classic Thin Crack Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,34.02534,-116.15881
30,2.5,The Womb,Boulder,V-easy,1,13.0,,The Womb,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01398,-116.16038999999999
31,3.4,High Noon,Boulder,V5,1,16.0,,Gunsmoke Wall,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.02858,-116.14508000000001
32,3.7,Streetcar Named Desire,Boulder,V6-7,1,13.0,,Streetcar Boulder,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.02758,-116.14483
33,2.7,Undertow,Boulder,V3,1,16.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
34,3.6,Betty Jo Yablonksi,Boulder,5.10a V0 R,1,25.0,,Betty Jo Rock,Entrance Boulder & Vicinity,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,Joshua Tree National Park,California,34.01247,-116.16861000000002
35,3.9,Big Bob's Big Wedge,"Trad, Boulder",5.12a V5,1,40.0,,Big Bob's Big Wedge,,Live Oak Picnic Area,,Joshua Tree National Park,California,33.99973,-116.05138000000001
36,3.5,Satellite Boulder Left,Boulder,V3 PG13,1,18.0,,Satellite Boulder,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,33.9966,-116.15558
37,3.1,Strawberry Contraceptives,Boulder,V7,1,10.0,,Strawberry Contraceptives Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.99762,-116.15423999999999
38,3.6,Lynn Hill Memorial Face Problem,Boulder,V4,1,20.0,,Lynn Hill Memorial Boulder,King Dome Area,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.00377,-116.14931999999999
39,2.1,Fidelman Arete,Boulder,V1,1,15.0,,Fidelman Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,33.984159999999996,-116.1526
40,2.3,Turnbuckle,Boulder,V1+,1,12.0,,Turnbuckle Rock,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.009640000000005,-116.16705
41,2.5,Bulgemaster,Boulder,V2,1,10.0,,Tilt-o-Meter Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02044,-116.16555
42,2.7,"Turtle Face, Left",Boulder,V1,1,20.0,,Wedge Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.00972,-116.16725
43,3.1,Mystical Vibrations,Boulder,V5,1,15.0,,Mystical Vibrations,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01955,-116.16367
44,3.9,Planet X,Boulder,V6 R,1,23.0,,Planet X Boulder,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,33.99712,-116.15523
45,3.8,All Washed Up,Boulder,V6,1,20.0,,Sandy Wash Corridor,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.988479999999996,-116.16102
46,1.7,Pinhead Traverse,Boulder,V-easy,1,10.0,,Pinhead Boulder,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01999,-116.16161000000001
47,3.1,Swinging Richard,Boulder,V4,1,20.0,,Chocolate Boulder 1,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.06259,-116.22631000000001
48,2.4,The Halfling,Boulder,V1+,1,15.0,,Halfling Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.99792,-116.15341000000001
49,2.2,Zippy the Pinhead,Boulder,V0+,1,15.0,,Pinhead Boulder,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01999,-116.16161000000001
50,3.6,Scatterbrain,Boulder,V6,1,18.0,Scatterbrain Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01854,-116.16366000000001
51,2.4,Northwest Arete,Boulder,V-easy,1,20.0,,Wedge Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.00972,-116.16725
52,1.9,Mr. H,Boulder,V-easy,1,12.0,,Voices Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.020379999999996,-116.16561999999999
53,2.7,White Crack,Boulder,V-easy,1,15.0,,Cap Rock,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.98965,-116.16317
54,3.1,Meadows Direct,Boulder,V6,1,15.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,33.99418,-116.14301
55,3.4,Thin Lizzie,Boulder,V8,1,10.0,,Lizzie Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0202,-116.165
56,3.9,Master Cylinder,Boulder,V5,1,18.0,,Master Cylinder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.025940000000006,-116.15522
57,3.9,The Inquisition,Boulder,V6,1,20.0,,Inquisition Bloc,,Lonesome Crowded West,,Joshua Tree National Park,California,34.033,-116.1721
58,3.7,Nicole Face,Boulder,V3-4,1,18.0,,Feature Boulder (aka Fred Nicole Boulder),Inner Circle,The Underground,Queen Mountain Bouldering,Joshua Tree National Park,California,34.06942,-116.09196000000001
59,2.0,Fishbait,Boulder,V1,1,12.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
60,2.5,Walking Mexican Down the Hall,Boulder,V0,1,30.0,,The Real Hall of Horrors,Hall of Horrors Area,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.00056,-116.14758
61,2.8,Dynamo Hum,Boulder,V1,1,20.0,,Triangle Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01678,-116.16341000000001
62,3.8,Pumping Monzonite,Boulder,V7-8,1,15.0,,Pumping Monzonite Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.9877,-116.1613
63,3.9,Alexandria,Boulder,V6,1,20.0,,The Rosetta Stone,,Loveland Bouldering,,Joshua Tree National Park,California,34.02582,-116.04886
65,2.2,False Blockhead,Boulder,V1,1,11.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01475,-116.16588999999999
66,3.0,Off Camber,Boulder,V4,1,15.0,,The Iron Meteorite (aka Kingpin Boulder),King Dome Area,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
67,3.9,Iron Meteorite (aka Kingpin),Boulder,V5 PG13,1,22.0,,Piano Rock,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.00242,-116.14971000000001
69,2.6,Piano Crack,Boulder,V-easy,1,23.0,,Picture Perfect Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.02807,-116.14776
70,4.0,Psyche,Boulder,V4,1,20.0,,Igneous Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,34.017070000000004,-116.04227
71,2.4,Picture Perfect,Boulder,V1,1,15.0,,Moffat Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,33.9861,-116.15981000000001
72,3.1,Igneous Ambiance,Boulder,V7,1,8.0,,Illicit Sweetie Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,34.02588,-116.1595
73,3.4,Chili Sauce (aka Moffat Problem),Boulder,V7,1,20.0,,Voices Boulder,,Outback Bouldering,,Joshua Tree National Park,California,33.98393,-116.15202
74,2.2,Sweetielicious,Boulder,V0-,1,18.0,,Collieherb Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,33.998020000000004,-116.15351000000001
75,1.9,Voices Arete,Boulder,V-easy,1,12.0,,Alisters Cave,,Barker Dam Bouldering,,Joshua Tree National Park,California,34.020379999999996,-116.16561999999999
76,2.6,Collieherb,Boulder,V0,1,15.0,,Igneous Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,33.9884,-116.16268000000001
77,3.8,Diary of a Dope Fiend,Boulder,V8,1,25.0,,X-Men Boulder,,Planet X Bouldering,,Joshua Tree National Park,California,34.0317,-116.1499
78,3.0,Mulligan Variation,Boulder,V8-,1,12.0,,Stem Gem Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02588,-116.1595
79,3.3,X-Men,Boulder,V4,1,20.0,,Miledi Boulder,Miledi Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,33.99662,-116.15491999999999
80,4.0,Stem Gem Mantle,Boulder,V5,1,15.0,,Sports Challenge Rock,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.01716,-116.16368
81,3.7,Miledi,Boulder,V3 R,1,25.0,,Star Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.07547,-116.24202
82,4.0,Evan's Problem,Boulder,V4,1,5.0,,Group site 1 apron,,Group Campsites Road,,Joshua Tree National Park,California,34.014309999999995,-116.17112
83,4.0,4-Star Dyno,Boulder,V6,1,17.0,,Texas Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,33.955220000000004,-116.09083999999999
85,4.0,A Hearty Handful of Cheek,Boulder,V0 PG13,1,6.0,,Alien Arete Boulder,Hall of Horrors Area,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.09922,-116.15637
86,2.7,La Migra,Boulder,V3,1,13.0,,Towers of Uncertainty,,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.0181,-116.1698
87,4.0,Roasted and Raw,Boulder,V12,1,16.0,,Miledi Boulder,Miledi Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.06942,-116.09196000000001
88,4.0,Alien Arete,Boulder,V5 R,1,22.0,,Dike Boulder,Lechlinksi Cracks Area,Virgin Islands Area,Geology Tour Road Bouldering,Joshua Tree National Park,California,34.00036,-116.1457
89,4.0,Scum Bag,Boulder,V8-9,1,15.0,,False Up 20 Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,33.9664,-116.0872
90,4.0,K.D. Supreme (yabo),Boulder,V6 PG13,1,15.0,,Wedge Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.07547,-116.24202
91,3.3,Dike Face,Boulder,V5-,1,25.0,,Coyote Corner,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,33.94256,-116.07694
92,2.2,Descent Route,Boulder,V-easy,1,20.0,,Blas Beemer Boulder,Blas Beemer Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01513,-116.16605
93,2.3,Right Arete,Boulder,V0-,1,18.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.00972,-116.16725
94,3.3,Coyote Corner,Boulder,V1 R,1,33.0,,Roof Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.025209999999994,-116.16083
95,2.7,The Bardini Crack (aka: Blas Beemer),Boulder,V2,1,15.0,,Pinhead Boulder,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02787,-116.1787
96,1.5,Right Arete,Boulder,V0-,1,15.0,,Scorpion Roof,,Outback Bouldering,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
97,2.7,Ryan's Roof,Boulder,V5,1,12.0,,The Hang West,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,33.98392,-116.15436000000001
98,1.7,Paddler,Boulder,V-easy,1,15.0,,Pigpen Boulder,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01999,-116.16161000000001
99,3.1,Scorpion Traverse,Boulder,V4 R,1,20.0,,Broken Egg,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.1,-116.6
100,3.0,Saxwing on the DL,Boulder,V5,1,15.0,,The Blockhead,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,33.997890000000005,-116.1543
101,3.1,The Yogi Variation,Boulder,V8,1,10.0,,Pinched Loaf Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.0153,-116.15811000000001
102,3.6,Act of Contrition,Boulder,V3 R,1,20.0,,Porcelain Wall,Inner Circle,The Underground,Queen Mountain Bouldering,Joshua Tree National Park,California,34.01116,-116.16725
103,1.8,Nitwit,Boulder,V0,1,13.0,,Porcelain Wall,Inner Circle,The Underground,Queen Mountain Bouldering,Joshua Tree National Park,California,34.01475,-116.16588999999999
104,3.4,Pinched Loaf,Boulder,V6,1,15.0,,Dream Sequence Boulder,Lonely Stones 1,Quail Springs Bouldering,,Joshua Tree National Park,California,33.95612,-116.0857
105,3.6,Body and Soul,Boulder,V5,1,15.0,,Wave Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.06942,-116.09196000000001
106,3.6,Bodyglove,Boulder,V4,1,15.0,,Land of the Lost Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,34.06942,-116.09196000000001
107,3.0,Dream Sequence,Boulder,V6,1,13.0,,So High Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.08958,-116.25335
108,2.5,Morning Glory,Boulder,V1,1,20.0,,Tilt-o-Meter Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0097,-116.16717
109,2.9,Chorizo Tacos,Boulder,V4,1,12.0,The Cube (aka Funktion Boulder),Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0261,-116.15843999999998
110,3.4,So High,Boulder,V5 R,1,40.0,,Nixon Cracks,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.009840000000004,-116.16703999999999
111,2.5,Tilt-o-Meter Right,Boulder,V1+,1,15.0,,Wedge Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.02044,-116.16555
112,3.7,The Funktion,Boulder,V3 R,1,25.0,,Chunky Boulder,Chunky Boulder and Trance Stone,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01866,-116.1637
113,3.3,Left Nixon Crack,Boulder,V0 PG13,1,18.0,,The Blockhead,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01914,-116.16418999999999
115,2.8,Turtle Face Center,Boulder,V2,1,20.0,,Texas Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.00972,-116.16725
116,2.3,Chunkers,Boulder,V-easy,1,15.0,,Yardarm Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01842,-116.16883999999999
117,2.4,False Blockhead Sit Start,Boulder,V5,1,12.0,,Sandy Wash Corridor,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.01475,-116.16588999999999
118,3.0,Native Arete,Boulder,V0,1,12.0,,Tidal Wave Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02648,-116.14181
119,2.2,Don't Mess with Texas,Boulder,V1,1,10.0,,Shipwreck Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.0181,-116.1698
120,1.9,Yardarm,Boulder,V1,1,13.0,,E. J.  Deluxe Boulder,,Lonesome Crowded West,,Joshua Tree National Park,California,34.01464,-116.1659
121,2.5,Lunge For It (aka All Lunged Out),Boulder,V3,1,10.0,,The Watchtower,,Queen Mountain Bouldering,,Joshua Tree National Park,California,33.988479999999996,-116.16102
122,3.5,Tidal Wave,Boulder,V10,1,12.0,,Shipwreck Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.02066,-116.16503
123,3.2,Shipwreck,Boulder,V3 R,1,20.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.00983,-116.16681000000001
124,3.5,EJ Deluxe,Boulder,V5,1,18.0,,Black Velvet Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.033,-116.1721
125,3.5,Kentucky Fried Christ,Boulder,V2,1,25.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.0538,-116.1042
126,3.1,Fist Full of Walnuts,Boulder,V3,1,15.0,,Halfling Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,34.00983,-116.16681000000001
127,2.6,Lechlinski Corner,Boulder,V3,1,12.0,,Master Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,34.0152,-116.16631000000001
128,2.8,Classic Curl,Boulder,V1-,1,20.0,,Sports Challenge Rock,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.00946,-116.1687
129,1.9,Grunge,Boulder,V0,1,13.0,,Iron Resolution Block,Gunsmoke Area,Barker Dam Bouldering,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
130,3.1,The Sideling,Boulder,V3,1,13.0,Manx Boulders - Northwest Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.99792,-116.15341000000001
131,3.4,Dreaming of the Master,Boulder,V8,1,20.0,,Tilt-o-Meter Boulder,,Outback Bouldering,,Joshua Tree National Park,California,33.983000000000004,-116.15545
132,3.3,Kirkatron,Boulder,V5,1,30.0,,Eclipse Boulder,Inner Circle,The Underground,Queen Mountain Bouldering,Joshua Tree National Park,California,34.014309999999995,-116.17112
133,3.5,Iron Resolution,Boulder,V12+,1,25.0,,Campsite Grotto,HVCG South,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02783,-116.14452
134,2.0,Scuttlebutt,Boulder,V1,1,15.0,,The Love Nest,Love Nest Area,Planet X Area,,Joshua Tree National Park,California,34.014309999999995,-116.15813999999999
135,2.2,Tilt-O-Meter Left,Boulder,V1,1,10.0,,Intersection Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02044,-116.16555
136,3.5,Dark Matter,Boulder,V10,1,15.0,,Entrance Boulder,Entrance Boulder & Vicinity,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,Joshua Tree National Park,California,34.06942,-116.09196000000001
139,3.5,Bittersweet,Boulder,V9,1,15.0,,Nicole Boulder,The Hang,Planet X Bouldering,,Joshua Tree National Park,California,34.017109999999995,-116.16062
140,3.5,Newton's Law,Boulder,V5,1,15.0,The Asteroid Boulder,Asteroid Boulder Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.995909999999995,-116.15801
141,2.1,"Intersection Boulder, Left",Boulder,V0,1,20.0,,Painted Savage Boulder,Painted Savage Boulders,Sacred Land,Ryan Campground Bouldering,Joshua Tree National Park,California,34.01512,-116.1628
142,3.5,Ceasar's Palace,Boulder,V6,1,19.0,,Orange Julius Boulder,HVCG East,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01256,-116.16836
143,2.5,Raspberry,Boulder,V6,1,12.0,,The Blockhead,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,33.99418,-116.14301
144,2.7,Prince Hoi,Boulder,V2,1,20.0,,Star Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,33.98601,-116.15936
145,2.7,Unnamed,Boulder,V3,1,15.0,,Miledi Boulder,Miledi Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,33.99779,-116.1536
146,3.0,Peabrain,Boulder,V4,1,15.0,,False Hueco Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01197,-116.15127
147,2.5,Painted Savage,Boulder,V1,1,12.0,,Pothole Rock,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.983259999999994,-116.15093999999999
148,3.1,Orange Julius,Boulder,V7,1,18.0,,Powell Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.018640000000005,-116.16128
150,2.3,Nitwitsit,Boulder,V4,1,10.0,Manx Boulders - Southeast Face,Manx Boulders,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01475,-116.16588999999999
151,3.2,3-Star Lieback,Boulder,5.9 V0-,1,25.0,,Triangle Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.955220000000004,-116.09083999999999
152,3.3,K.D. Supreme,Boulder,V4,1,18.0,,E. J.  Deluxe Boulder,,Lonesome Crowded West,,Joshua Tree National Park,California,34.07547,-116.24202
153,2.6,Black Streak Dyno,Boulder,V5,1,12.0,,Land of the Lost Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,34.01912,-116.16528999999998
154,2.1,Desert Rat Crack,Boulder,V-easy,1,14.0,Hensel Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.016259999999996,-116.16212
155,2.6,Powell Face,Boulder,V3,1,18.0,,Black Velvet Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.02547,-116.1645
156,2.7,Secret Samurai,Boulder,V4 PG13,1,12.0,,Picture Perfect Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.02746,-116.14473999999998
157,2.7,Meat Substitute,Boulder,V2,1,15.0,,Campsite Grotto,HVCG South,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01419,-116.15821000000001
